task_key,soc_2010,1p_api_task_count,claude_ai_task_count,1p_api_automation_count,claude_ai_automation_count,1p_api_augmentation_count,claude_ai_augmentation_count,total_task_count,total_automation_count,total_augmentation_count
"confer with company officials to develop methods and procedures to increase sales, expand markets, and promote business.",41-1011,155.0,516.0,110.0,176.0,0.0,280.0,671.0,286.0,280.0
estimate consumer demand and determine the types and amounts of goods to be sold.,41-1011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"formulate pricing policies for merchandise, according to profitability requirements.",41-1011,0.0,35.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0
establish credit policies and operating procedures.,41-1011,0.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
"keep records of purchases, sales, and requisitions.",41-1011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plan and coordinate advertising campaigns and sales promotions and prepare merchandise displays and advertising copy.,41-1011,102.0,142.0,80.0,35.0,0.0,59.0,244.0,115.0,59.0
"confer with company officials to develop methods and procedures to increase sales, expand markets, and promote business.",41-1012,155.0,516.0,110.0,176.0,0.0,280.0,671.0,286.0,280.0
"listen to and resolve customer complaints regarding services, products, or personnel.",41-1012,1450.0,412.0,1075.0,37.0,71.0,188.0,1862.0,1112.0,259.0
provide staff with assistance in performing difficult or complicated duties.,41-1012,0.0,159.0,0.0,24.0,0.0,80.0,159.0,24.0,80.0
monitor sales staff performance to ensure that goals are met.,41-1012,834.0,64.0,686.0,33.0,78.0,0.0,898.0,719.0,78.0
formulate pricing policies on merchandise according to profitability requirements.,41-1012,19.0,53.0,18.0,0.0,0.0,19.0,72.0,18.0,19.0
"hire, train, and evaluate personnel.",41-1012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
analyze details of sales territories to assess their growth potential and to set quotas.,41-1012,91.0,17.0,82.0,0.0,0.0,0.0,108.0,82.0,0.0
attend company meetings to exchange product information and coordinate work activities with other departments.,41-1012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prepare sales and inventory reports for management and budget departments.,41-1012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"plan and prepare work schedules, and assign employees to specific duties.",41-1012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"direct and supervise employees engaged in sales, inventory-taking, reconciling cash receipts, or performing specific services.",41-1012,18.0,0.0,17.0,0.0,0.0,0.0,18.0,17.0,0.0
visit retailers and sales representatives to promote products and gather information.,41-1012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"prepare rental or lease agreements, specifying charges and payment procedures for use of machinery, tools, or other items.",41-1012,0.0,23.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
"keep records pertaining to purchases, sales, and requisitions.",41-1012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inventory stock and reorder when inventories drop to specified levels.,41-1012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"examine merchandise to ensure correct pricing and display, and that it functions as advertised.",41-1012,435.0,37.0,388.0,0.0,19.0,0.0,472.0,388.0,19.0
"coordinate sales promotion activities, such as preparing merchandise displays and advertising copy.",41-1012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
examine products purchased for resale or received for storage to determine product condition.,41-1012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"receive payment by cash, check, credit cards, vouchers, or automatic debits.",41-2011,806.0,281.0,626.0,105.0,37.0,127.0,1087.0,731.0,164.0
"issue receipts, refunds, credits, or change due to customers.",41-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assist customers by providing information and resolving their complaints.,41-2011,603.0,1753.0,418.0,704.0,0.0,956.0,2356.0,1122.0,956.0
"establish or identify prices of goods, services or admission, and tabulate bills using calculators, cash registers, or optical price scanners.",41-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greet customers entering establishments.,41-2011,996.0,634.0,52.0,0.0,0.0,0.0,1630.0,52.0,0.0
"answer customers' questions, and provide information on procedures or policies.",41-2011,6198.0,21689.0,3500.0,10419.0,1511.0,7163.0,27887.0,13919.0,8674.0
sell tickets and other items to customers.,41-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
process merchandise returns and exchanges.,41-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"maintain clean and orderly checkout areas and complete other general cleaning duties, such as mopping floors and emptying trash cans.",41-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"stock shelves, and mark prices on shelves and items.",41-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
request information or assistance using paging systems.,41-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
count money in cash drawers at the beginning of shifts to ensure that amounts are correct and that there is adequate change.,41-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"calculate total payments received during a time period, and reconcile this with total sales.",41-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monitor checkout stations to ensure that they have adequate cash available and that they are staffed appropriately.,41-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"assist with duties in other areas of the store, such as monitoring fitting rooms or bagging and carrying out customers' items.",41-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sort, count, and wrap currency and coins.",41-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
supervise others and provide on-the-job training.,41-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"bag, box, wrap, or gift-wrap merchandise, and prepare packages for shipment.",41-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
compute and record totals of transactions.,41-2011,0.0,182.0,0.0,141.0,0.0,0.0,182.0,141.0,0.0
compile and maintain non-monetary reports and records.,41-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
post charges against guests' or patients' accounts.,41-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
offer customers carry-out service at the completion of transactions.,41-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weigh items sold by weight to determine prices.,41-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
issue trading stamps and redeem food stamps and coupons.,41-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keep periodic balance sheets of amounts and numbers of transactions.,41-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cash checks for customers.,41-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"pay company bills by cash, vouchers, or checks.",41-2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"keep accurate records of monetary exchanges, authorization forms, and transaction reconciliations.",41-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"exchange money, credit, and casino chips, and make change for customers.",41-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maintain cage security according to rules.,41-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
count money and audit money drawers.,41-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reconcile daily summaries of transactions to balance books.,41-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
listen for jackpot alarm bells and issue payoffs to winners.,41-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sell gambling chips, tokens, or tickets to patrons, or to other workers for resale to patrons.",41-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
obtain customers' signatures on receipts when winnings exceed the amount held in a slot machine.,41-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calculate the value of chips won or lost by players.,41-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
work in and monitor an assigned area on the casino floor where slot machines are located.,41-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accept credit applications and verify credit references to provide check-cashing authorization or to establish house credit accounts.,41-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
furnish change persons with a money bank at the start of each shift.,41-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"perform minor repairs on slot machines, such as clearing coin jams.",41-2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"greet customers and discuss the type, quality, and quantity of merchandise sought for rental.",41-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
compute charges for merchandise or services and receive payments.,41-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
answer telephones to provide information and receive orders.,41-2021,52.0,64.0,0.0,36.0,0.0,0.0,116.0,36.0,0.0
"provide information about rental items, such as availability, operation, or description.",41-2021,313.0,414.0,242.0,221.0,0.0,137.0,727.0,463.0,137.0
"rent items, arrange for provision of services to customers, and accept returns.",41-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inspect and adjust rental items to meet needs of customer.,41-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"explain rental fees, policies, and procedures.",41-2021,153.0,641.0,110.0,200.0,0.0,407.0,794.0,310.0,407.0
"prepare rental forms, obtaining customer signature and other information, such as required licenses.",41-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keep records of transactions and of the number of customers entering an establishment.,41-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reserve items for requested times and keep records of items rented.,41-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recommend and provide advice on a wide variety of products and services.,41-2021,745.0,2471.0,618.0,1108.0,41.0,1337.0,3216.0,1726.0,1378.0
"receive orders for services, such as rentals, repairs, dry cleaning, and storage.",41-2021,88.0,0.0,79.0,0.0,0.0,0.0,88.0,79.0,0.0
prepare merchandise for display or for purchase or rental.,41-2021,67.0,30.0,64.0,0.0,0.0,0.0,97.0,64.0,0.0
advise customers on use and care of merchandise.,41-2021,20.0,246.0,0.0,75.0,0.0,108.0,266.0,75.0,108.0
"receive, examine, and tag articles to be altered, cleaned, stored, or repaired.",41-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allocate equipment to participants in sporting events or recreational activities.,41-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive and fill telephone orders for parts.,41-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fill customer orders from stock and place orders when requested items are out of stock.,41-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receive payment or obtain credit authorization.,41-2022,431.0,181.0,348.0,53.0,20.0,79.0,612.0,401.0,99.0
"read catalogs, microfiche viewers, or computer displays to determine replacement part stock numbers and prices.",41-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prepare sales slips or sales contracts.,41-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"determine replacement parts required, according to inspections of old parts, customer requests, or customers' descriptions of malfunctions.",41-2022,0.0,88.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0
"assist customers, such as responding to customer complaints and updating them about back-ordered parts.",41-2022,98.0,77.0,64.0,15.0,0.0,0.0,175.0,79.0,0.0
locate and label parts and maintain inventory of stock.,41-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mark and store parts in stockrooms according to prearranged systems.,41-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pick up and deliver parts.,41-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"discuss use and features of various parts, based on knowledge of machines or equipment.",41-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"examine returned parts for defects, and exchange defective parts or refund money.",41-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maintain and clean work and inventory areas.,41-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manage shipments by researching shipping methods or costs and tracking packages.,41-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
advise customers on substitution or modification of parts when identical replacements are not available.,41-2022,0.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
place new merchandise on display.,41-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demonstrate equipment to customers and explain functioning of equipment.,41-2022,0.0,19.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
"measure parts, using precision measuring instruments, to determine whether similar parts may be machined to required sizes.",41-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repair parts or equipment.,41-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greet customers and ascertain what each customer wants or needs.,41-2031,2045.0,3690.0,142.0,0.0,0.0,0.0,5735.0,142.0,0.0
"describe merchandise and explain use, operation, and care of merchandise to customers.",41-2031,271.0,1011.0,191.0,318.0,63.0,639.0,1282.0,509.0,702.0
"recommend, select, and help locate or obtain merchandise based on customer needs and desires.",41-2031,3050.0,3093.0,2780.0,1537.0,191.0,1523.0,6143.0,4317.0,1714.0
"compute sales prices, total purchases, and receive and process cash or credit payment.",41-2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
answer questions regarding the store and its merchandise.,41-2031,135.0,700.0,59.0,408.0,0.0,159.0,835.0,467.0,159.0
prepare sales slips or sales contracts.,41-2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"maintain knowledge of current sales and promotions, policies regarding payment and exchanges, and security practices.",41-2031,20.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0
maintain records related to sales.,41-2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demonstrate use or operation of merchandise.,41-2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
place special orders or call other stores to find desired items.,41-2031,0.0,34.0,0.0,29.0,0.0,0.0,34.0,29.0,0.0
prepare merchandise for purchase or rental.,41-2031,75.0,88.0,72.0,42.0,0.0,33.0,163.0,114.0,33.0
watch for and recognize security risks and thefts and know how to prevent or handle these situations.,41-2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inventory stock and requisition new stock.,41-2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ticket, arrange, and display merchandise to promote sales.",41-2031,210.0,75.0,201.0,26.0,0.0,0.0,285.0,227.0,0.0
exchange merchandise for customers and accept returns.,41-2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"clean shelves, counters, and tables.",41-2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
help customers try on or fit merchandise.,41-2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sell or arrange for delivery, insurance, financing, or service contracts for merchandise.",41-2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
estimate and quote trade-in allowances.,41-2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"open and close cash registers, performing tasks such as counting money, separating charge slips, coupons, and vouchers, balancing cash drawers, and making deposits.",41-2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"estimate quantity and cost of merchandise required, such as paint or floor covering.",41-2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bag or package purchases and wrap gifts.,41-2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
estimate cost of repair or alteration of merchandise.,41-2031,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
rent merchandise to customers.,41-2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maintain assigned account bases while developing new accounts.,41-3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
explain to customers how specific types of advertising will help promote their products or services in the most effective way possible.,41-3011,67.0,171.0,17.0,0.0,26.0,121.0,238.0,17.0,147.0
provide clients with estimates of the costs of advertising products or services.,41-3011,0.0,67.0,0.0,21.0,0.0,16.0,67.0,21.0,16.0
locate and contact potential clients to offer advertising services.,41-3011,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
process all correspondence and paperwork related to accounts.,41-3011,120.0,18.0,85.0,0.0,0.0,0.0,138.0,85.0,0.0
prepare and deliver sales presentations to new and existing customers to sell new advertising programs and to protect and increase existing advertising.,41-3011,113.0,92.0,101.0,36.0,0.0,49.0,205.0,137.0,49.0
inform customers of available options for advertisement artwork and provide samples.,41-3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deliver advertising or illustration proofs to customers for approval.,41-3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"prepare promotional plans, sales literature, media kits, and sales contracts, using computer.",41-3011,0.0,112.0,0.0,37.0,0.0,48.0,112.0,37.0,48.0
"recommend appropriate sizes and formats for advertising, depending on medium being used.",41-3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
draw up contracts for advertising work and collect payments due.,41-3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"obtain and study information about clients' products, needs, problems, advertising history, and business practices to offer effective sales presentations and appropriate product assistance.",41-3011,1508.0,196.0,1400.0,100.0,25.0,52.0,1704.0,1500.0,77.0
write copy as part of layout.,41-3011,16.0,0.0,15.0,0.0,0.0,0.0,16.0,15.0,0.0
"consult with company officials, sales departments, and advertising agencies to develop promotional plans.",41-3011,16.0,72.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0
identify new advertising markets and propose products to serve them.,41-3011,40.0,0.0,39.0,0.0,0.0,0.0,40.0,39.0,0.0
determine advertising medium to be used and prepare sample advertisements within the selected medium for presentation to customers.,41-3011,21.0,0.0,20.0,0.0,0.0,0.0,21.0,20.0,0.0
"attend sales meetings, industry trade shows, and training seminars to gather information, promote products, expand network of contacts, and increase knowledge.",41-3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gather all relevant material for bid processes and coordinate bidding and contract approval.,41-3011,35.0,40.0,34.0,0.0,0.0,0.0,75.0,34.0,0.0
